facility_name,address,ward_name,reception,recept_as,vaccine_type,lng,lat
医療法人　朋愛会　朋愛病院,大阪市東成区大今里１―２５―１１,大阪市東成区,06-6973-1122,かかりつけ,ファイザー,135.5461325,34.67217373
前田診療所,大阪市東成区東中本２―１６―１９,大阪市東成区,06-6977-1955,かかりつけ,ファイザー,135.5461253,34.67775407
萩原医院,大阪市東成区大今里南１―７―１３,大阪市東成区,06-6981-5008,かかりつけ,ファイザー,135.5456113,34.66689046
光林クリニック,大阪市東成区深江北１ー３ー１９,大阪市東成区,,かかりつけ,ファイザー,135.5568952,34.67862894
医療法人優心会　優心会クリニック,大阪市東成区神路1-5-8　ホワイトグロリア1F・2F,大阪市東成区,06-6977-2626,かかりつけ,ファイザー,135.554787,34.6797779
医療法人中村クリニック,大阪市東成区東中本２―１―２１,大阪市東成区,06-6971-0860,かかりつけ,ファイザー,135.5445908,34.67969714
古武診療所,大阪市東成区中道１―４―２―１０６,大阪市東成区,06-6978-3210,かかりつけ,ファイザー,135.5372675,34.68118536
医療法人栄仁会福井内科循環器科,大阪市東成区東小橋１―５―６,大阪市東成区,06-6971-7777,かかりつけ,ファイザー,135.5361067,34.67400943
医療法人えびす会　えびすクリニック,大阪市東成区大今里南１－１－２３　ノアーズアーク今里駅前１０３号室,大阪市東成区,06-6224-3114,かかりつけ,ファイザー,135.5430183,34.66823259
医療法人尚佳会　別所クリニック,大阪市東成区大今里３－２－１０,大阪市東成区,,かかりつけ,ファイザー,135.5456687,34.67094829
医療法人　公道会　公道会病院,大阪市東成区大今里南5-4-9,大阪市東成区,070-5435-2258,かかりつけ,ファイザー,135.554965,34.66715792
医療法人　中本会　中本病院,大阪市東成区中道４―１３―１２,大阪市東成区,06-6972-2121,一般,ファイザー,135.5367667,34.67424786
医療法人健生会福田診療所,大阪市東成区東中本１―４―１７,大阪市東成区,06-6974-2234,一般,ファイザー,135.5471221,34.68151302
医療法人中田クリニック,大阪市東成区大今里西１―６―３３,大阪市東成区,06-6974-6545,一般,ファイザー,135.5419611,34.67268759
高クリニック,大阪市東成区大今里南３―１３―１３,大阪市東成区,06-6973-0065,一般,ファイザー,135.5506775,34.66510702
医療法人神愛会　宮本クリニック,大阪市東成区神路３―１０―４,大阪市東成区,06-6975-0115,一般,ファイザー,135.5536212,34.67157339
増田小児科医院,大阪市東成区神路４－５－９,大阪市東成区,06-6976-3171,一般,ファイザー,135.5546544,34.66986294
医療法人みゆき会　よつ葉クリニック,大阪市東成区大今里３－１４－２３,大阪市東成区,06-6976-0048,一般,ファイザー,135.5432872,34.67047944
医療法人こんどう耳鼻咽喉科クリニック,大阪市東成区大今里西１－２６－５　ロハスプラザ今里２０３,大阪市東成区,06-6973-3387,一般,ファイザー,135.5431276,34.67142706
りゅう耳鼻咽喉科クリニック,大阪市東成区東小橋1-9-19,大阪市東成区,06-6977-8133,一般,ファイザー,135.5332837,34.67360352
ハナオカ消化器・内視鏡内科,大阪市東成区東小橋1-9-19 NKビル２F,大阪市東成区,06-4306-5422,一般,ファイザー,135.5332837,34.67360352
医療法人あさい内科,大阪市東成区東小橋3-17-1,大阪市東成区,06-6978-0110,一般,ファイザー,135.5316001,34.66599813
医療法人同仁会　松崎病院,大阪市生野区新今里７―４―８,大阪市生野区,06-6753-0255,かかりつけ,ファイザー,135.5525856,34.66175563
寺中医院,大阪市生野区桃谷１―１３―９,大阪市生野区,06-6715-0022,かかりつけ,ファイザー,135.5283748,34.65787749
前田皮フ科,大阪市生野区林寺２－２３－１５,大阪市生野区,,かかりつけ,ファイザー,135.5314557,34.64283975
髙橋診療所,大阪市生野区鶴橋３―７―１４,大阪市生野区,06-6717-7700,かかりつけ,ファイザー,135.5346724,34.66235209
正木クリニック,大阪市生野区桃谷２―１８―９,大阪市生野区,06-6741-5546,かかりつけ,ファイザー,135.533904,34.66019652
医療法人　康仁会　鶴橋中央診療所,大阪市生野区鶴橋２―１６―７,大阪市生野区,06-6731-2579,かかりつけ,ファイザー,135.5338466,34.66335953
医療法人長田診療所,大阪市生野区田島四丁目６番１８号,大阪市生野区,06-6754-1473,かかりつけ,ファイザー,135.541509,34.64568095
医療法人有沢医院,大阪市生野区巽中２―４―１９,大阪市生野区,,かかりつけ,ファイザー,135.5502092,34.64818756
医療法人光臨会奥野クリニック,大阪市生野区田島４―６―１６,大阪市生野区,06-6751-5269,かかりつけ,ファイザー,135.5413146,34.64558457
藤堂クリニック,大阪市生野区勝山北２―６―２１,大阪市生野区,06-6717-5171,かかりつけ,ファイザー,135.5320999,34.65599767
医療法人　宮松会　宮川内科医院,大阪市生野区鶴橋５―２１―７,大阪市生野区,,かかりつけ,ファイザー,135.5385417,34.66244803
医療法人穂翔会　村田病院,大阪市生野区田島４―２―１,大阪市生野区,06-6757-0011,かかりつけ,ファイザー,135.5399843,34.64726197
医療法人明香会やすなりみどり診療所,大阪市生野区巽南３―７―８,大阪市生野区,,かかりつけ,ファイザー,135.5504969,34.64253494
文クリニック,大阪市生野区巽中４―１９―１０,大阪市生野区,,かかりつけ,ファイザー,135.5530279,34.64282146
藤井医院,大阪市生野区林寺４―２―３２,大阪市生野区,,かかりつけ,ファイザー,135.534392,34.64347466
阪上医院,大阪市生野区小路東３―１３―２９,大阪市生野区,06-6753-6923,かかりつけ,ファイザー,135.5599479,34.66111161
ひらたクリニック,大阪市生野区田島２―２―２５,大阪市生野区,,かかりつけ,ファイザー,135.5403254,34.64933151
医療法人　桓心会　夫整形外科,大阪市生野区勝山北２―１１―２７,大阪市生野区,06-6711-2854,かかりつけ,ファイザー,135.5307339,34.65593057
医療法人優心会　優心会厚生病院,大阪市生野区小路東4丁目13番22号,大阪市生野区,,かかりつけ,ファイザー,135.5576689,34.65780048
宮本医院,大阪市生野区新今里３―２２―８,大阪市生野区,06-4306-7701,かかりつけ,ファイザー,135.5465643,34.65927883
安田クリニック,大阪市生野区巽北１―２２―６　クリスタルハイツ紫光１階,大阪市生野区,06-6756-8663,かかりつけ,ファイザー,135.5470384,34.65474219
井上医院,大阪市生野区巽中３―２０―１８,大阪市生野区,06-6758-2851,かかりつけ,ファイザー,135.5533681,34.64530485
しあわせクリニック,大阪市生野区生野西２－５－１４　寺田町田中ビル１Ｆ,大阪市生野区,,かかりつけ,ファイザー,135.5252978,34.64762966
河合診療所,大阪市生野区林寺２―２４―２２,大阪市生野区,,かかりつけ,ファイザー,135.5320304,34.64376051
奥野内科クリニック,大阪市生野区生野西２－６－２３,大阪市生野区,06-6777-1281,かかりつけ,ファイザー,135.5257494,34.64771012
医療法人くぼたこどもクリニック,大阪市生野区勝山北２－６－１８,大阪市生野区,080-4357-0647,かかりつけ,ファイザー,135.5323058,34.6559358
医療法人さの内科医院,大阪市生野区小路２－２８－２,大阪市生野区,06-6754-2024,かかりつけ,ファイザー,135.5558064,34.66163146
医療法人にんクリニック,大阪市生野区巽中１－２１－３２,大阪市生野区,06-6756-8806,かかりつけ,ファイザー,135.5524088,34.65103471
医療法人幸人会　田島クリニック,大阪市生野区田島5丁目5番31号,大阪市生野区,080-7944-2994,かかりつけ,ファイザー,135.5395878,34.64398689
大楠病院,大阪市生野区舎利寺2-10-14,大阪市生野区,06-6712-0271,一般,ファイザー,135.5385998,34.64971787
岸田内科,大阪市生野区小路東１―３―２６　岸田振興ビル２階,大阪市生野区,,一般,ファイザー,135.5565796,34.66310482
医療法人　第一医院,大阪市生野区勝山北５―１８―９,大阪市生野区,06-6716-0562,一般,ファイザー,135.53848,34.654841
孫クリニック,大阪市生野区鶴橋１―３―８,大阪市生野区,06-6717-5050,一般,ファイザー,135.5315333,34.66473512
医療法人鴻尚会　西牧医院,大阪市生野区新今里5丁目1番4号　１F,大阪市生野区,06-6758-5871,一般,ファイザー,135.54851,34.66165514
医療法人御幸会　御幸森キムクリニック,大阪市生野区桃谷４ー５ー１３,大阪市生野区,06-6717-6789,一般,ファイザー,135.5376044,34.66066029
医療法人聖徳会　勝山北クリニック,大阪市生野区勝山北五丁目１２番３８号,大阪市生野区,06-6711-5353,一般,ファイザー,135.5375433,34.65543714
こう内科クリニック,大阪市生野区勝山北２－１７－１７,大阪市生野区,06-6715-7101,一般,ファイザー,135.531944,34.65442059
医療法人社団　日翔会　生野愛和病院,大阪市生野区巽南５－７－６４,大阪市生野区,,一般,ファイザー,135.5499615,34.63601608
大柳こどもクリニック,大阪市生野区舎利寺２－１４－５,大阪市生野区,06-6712-2060,一般,ファイザー,135.5398326,34.6486738
ナチュラルクリニック,大阪市生野区巽南3-15-12　１F,大阪市生野区,06-4307-5831,一般,ファイザー,135.5527119,34.64215012
医療法人　篠原医院,大阪市旭区中宮５―３―２７,大阪市旭区,06-6951-4556,かかりつけ,ファイザー,135.5437236,34.72884705
医療法人　中浜医院,大阪市旭区中宮２―１５―３,大阪市旭区,06-6951-0759,かかりつけ,ファイザー,135.5414692,34.72497916
医療法人双樹会守上クリニック,大阪市旭区生江１―９ー１８,大阪市旭区,,かかりつけ,ファイザー,135.5383757,34.72178255
河合整形外科・内科,大阪市旭区新森５―８―１４,大阪市旭区,06-6956-0030,かかりつけ,ファイザー,135.5573493,34.71953844
医療法人焦クリニック,大阪市旭区大宮４―９―３９,大阪市旭区,06-6957-2222,かかりつけ,ファイザー,135.5464109,34.72656366
医療法人奥内科循環器科,大阪市旭区新森７―１―４,大阪市旭区,,かかりつけ,ファイザー,135.5608267,34.71878213
医療法人輝晃会　北村医院,大阪市旭区赤川４ー１７ー５,大阪市旭区,06-6921-4061,かかりつけ,ファイザー,135.5308015,34.72821533
医療法人　榊原クリニック,大阪市旭区赤川二丁目１４番５号,大阪市旭区,06-6921-3037,かかりつけ,ファイザー,135.5337818,34.72554525
医療法人馨秋会秋山内科,大阪市旭区高殿３―１５―１８,大阪市旭区,06-6953-3335,かかりつけ,ファイザー,135.5387228,34.71505116
めぐみ内科小児科クリニック,大阪市旭区千林2-14-24,大阪市旭区,,かかりつけ,ファイザー,135.5538247,34.72478677
安田クリニック,大阪市旭区新森２―４―８,大阪市旭区,,かかりつけ,ファイザー,135.5524679,34.71900648
市川内科クリニック,大阪市旭区新森４－２１－５,大阪市旭区,,かかりつけ,ファイザー,135.5562499,34.71774658
向井医院,大阪市旭区森小路１－３－２８,大阪市旭区,,かかりつけ,ファイザー,135.5506257,34.71913547
医療法人たにぐちクリニック,大阪市旭区森小路２－３－２７　サンハイツ１階,大阪市旭区,,かかりつけ,ファイザー,135.550153,34.72188593
医療法人藤仁会藤立病院,大阪市旭区大宮５―４―２３,大阪市旭区,,一般,ファイザー,135.5503242,34.72952041
井口診療所,大阪市旭区森小路２―１８―４,大阪市旭区,06-6953-6789,一般,ファイザー,135.5516352,34.72009451
服部医院,大阪市旭区森小路２―１８―１,大阪市旭区,070-8358-3839,一般,ファイザー,135.551566,34.71978766
医療法人登志会村瀬クリニック,大阪市旭区生江１―６―８,大阪市旭区,06-6927-6610,一般,ファイザー,135.5359465,34.72200077
医療法人桜医会　さくらクリニック,大阪市旭区大宮１―１３―９,大阪市旭区,,一般,ファイザー,135.5470297,34.72104461
斉藤医院,大阪市旭区新森2丁目2番6号,大阪市旭区,06-6955-5076,一般,ファイザー,135.5515221,34.71849086
医療法人清翠会　牧病院,大阪市旭区新森７―１０―２８,大阪市旭区,080-7615-8260,一般,ファイザー,135.5627788,34.71983923
医療法人資生会　南川医院,大阪市旭区今市１－５－２４　新栄プロパティ千林Ⅰ　１階２階,大阪市旭区,06-6952-8003,一般,ファイザー,135.5522411,34.72556103
しまだ循環器・糖尿病内科クリニック,大阪市旭区大宮２－１７－１４　アイリス千林大宮３階,大阪市旭区,06-6958-5575,一般,ファイザー,135.5474474,34.72434747
いくえ城北公園クリニック,大阪市旭区生江３－２８－２７,大阪市旭区,06-6923-2645,一般,ファイザー,135.5370895,34.72826904
緒方医院,大阪市城東区鴫野西５―２―２５,大阪市城東区,06-6963-1282,かかりつけ,ファイザー,135.5452308,34.6923296
大西診療所,大阪市城東区諏訪４―１７―１,大阪市城東区,,かかりつけ,ファイザー,135.5605644,34.67893377
医療法人阪友会酒井耳鼻咽喉科,大阪市城東区関目５―５―１３　寺崎ビル１Ｆ,大阪市城東区,06-6933-1133,かかりつけ,ファイザー,135.5471539,34.71514571
医療法人仁翔会　松矢整形外科,大阪市城東区成育4-6-13,大阪市城東区,,かかりつけ,ファイザー,135.5420041,34.71217827
医療法人　高田医院,大阪市城東区関目１―１３―１７,大阪市城東区,06-6931-3174,かかりつけ,ファイザー,135.5483777,34.70576241
さかぐち診療所,大阪市城東区関目４―６―１０　コーポミカミ１Ｆ,大阪市城東区,06-6930-3577,かかりつけ,ファイザー,135.5520954,34.71181614
医療法人福肇会　正木脳神経外科クリニック,大阪市城東区蒲生２―９―７,大阪市城東区,06-6930-1003,かかりつけ,ファイザー,135.5405004,34.69973568
医療法人阪友会　有賀耳鼻咽喉科,大阪市城東区鴫野東１―１３―１０小竹クリニックビル5F,大阪市城東区,06-6969-8877,かかりつけ,ファイザー,135.5459801,34.69257625
医療法人柳原医院,大阪市城東区東中浜３―４―１,大阪市城東区,06-6962-2924,かかりつけ,ファイザー,135.5449286,34.68224237
堀澤整形外科,大阪市城東区諏訪３―４―２２　第２ティピカル１階,大阪市城東区,06-6961-1055,かかりつけ,ファイザー,135.5599098,34.68144555
城東医院,大阪市城東区関目三丁目７番２０号,大阪市城東区,06-6931-3749,かかりつけ,ファイザー,135.5485042,34.71120294
福田クリニック,大阪市城東区関目１―３―１１,大阪市城東区,070-3248-7884,かかりつけ,ファイザー,135.5465663,34.70719828
はしもと内科,大阪市城東区鴫野西４―１０―１４　鴫野ショッピングフロアーステップ２Ｆ,大阪市城東区,06-6964-0288,かかりつけ,ファイザー,135.5408148,34.69292318
根本医院,大阪市城東区永田４―１５―６,大阪市城東区,06-6961-7717,かかりつけ,ファイザー,135.5581264,34.68130765
おのい深江橋診療所,大阪市城東区永田四丁目１１番１４号,大阪市城東区,06-6967-2020,かかりつけ,ファイザー,135.5571719,34.68008165
医療法人上善会　にしじまファミリークリニック,大阪市城東区中央２―１３―１９　ＹＫマンション１階,大阪市城東区,06-6786-1115,かかりつけ,ファイザー,135.5439106,34.70313249
医療法人適水会　つつみクリニック,大阪市城東区蒲生４―１―２２,大阪市城東区,,かかりつけ,ファイザー,135.5455578,34.69730399
社会医療法人大道会　大道クリニック,大阪市城東区東中浜1-4-25,大阪市城東区,06-6961-5151,かかりつけ,ファイザー,135.5462192,34.68637223
馬場内科・循環器科,大阪市城東区今福東３―１０―１８,大阪市城東区,06-6180-0307,かかりつけ,ファイザー,135.5580575,34.70446259
医療法人由保会　良原クリニック,大阪市城東区今福西２―１３―１２　マジェスティック・レジデンス　１階,大阪市城東区,06-6935-2050,かかりつけ,ファイザー,135.5529464,34.70091959
耳鼻咽喉科はしもとクリニック,大阪市城東区鴫野西5丁目22-12,大阪市城東区,06-6969-1169,かかりつけ,ファイザー,135.5456317,34.68995246
野口医院,大阪市城東区関目３－１３－１,大阪市城東区,090-8120-8738,かかりつけ,ファイザー,135.5486338,34.70980626
医療法人吉田こどもクリニック,大阪市城東区今福西４－６－２２　今福西ハートビル２Ｆ,大阪市城東区,,かかりつけ,ファイザー,135.5524549,34.70128813
医療法人みつば会　はしもと内科循環器内科クリニック,大阪市城東区今福西２－６－６　グランピア今福１階,大阪市城東区,06-6786-2508,かかりつけ,ファイザー,135.5507292,34.70047628
すみやクリニック,大阪市城東区放出西３－１－４,大阪市城東区,,かかりつけ,ファイザー,135.55487,34.69161386
すぎた内科クリニック,大阪市城東区鴫野東１－３－８　ハイツ丹洋１Ｆ,大阪市城東区,,かかりつけ,ファイザー,135.5460414,34.69483719
やまもと消化器クリニック,大阪市城東区鴫野東３－４－１８　鴫野東あさひビル２階,大阪市城東区,06-6955-8484,かかりつけ,ファイザー,135.5461232,34.68977291
そがクリニック,大阪市城東区永田３－２－６　フレンドタウン深江橋２階,大阪市城東区,,かかりつけ,ファイザー,135.5545659,34.68333743
あつた内科と痛みのクリニック,大阪市城東区野江１－２－３　モリビル京橋１１１号,大阪市城東区,06-6933-7000,かかりつけ,ファイザー,135.5369562,34.70094868
医療法人山久会　山田内科医院,大阪市城東区今福東１－７－５,大阪市城東区,,かかりつけ,ファイザー,135.5579114,34.6997323
野江内代クリニック,大阪市城東区野江四丁目１番８号　コスモテール城北１０１号室,大阪市城東区,,かかりつけ,ファイザー,135.538348,34.708935
医療法人翠真会　のえ皮膚科クリニック,大阪市城東区成育一丁目２-３０,大阪市城東区,06-6167-8102,かかりつけ,ファイザー,135.541594,34.70551648
やすだクリニック,大阪市城東区今福東3丁目5番6号1階,大阪市城東区,06-4255-3066,かかりつけ,ファイザー,135.5558491,34.7048515
医療法人健成会　なりたクリニック,大阪市城東区今福東1-14-11,大阪市城東区,,かかりつけ,ファイザー,135.5599188,34.7016641
医療法人　若松医院,大阪市城東区成育5-8-15,大阪市城東区,06-6931-6123,かかりつけ,ファイザー,135.5458144,34.71219568
医療法人有光会　サトウ病院,大阪市城東区東中浜１―２―２３,大阪市城東区,06-6961-3191,一般,ファイザー,135.5456346,34.68740841
医療法人　奥景会　ひびきクリニック,大阪市城東区諏訪２―５―１５　シルバーハイツ１階,大阪市城東区,06-6963-1137,一般,ファイザー,135.5608512,34.68409921
医療法人　中浜医院,大阪市城東区古市２―３―１９　シルバーハイツ１Ｆ,大阪市城東区,06-6931-8163,一般,ファイザー,135.5557656,34.71174195
医療法人　久原診療所,大阪市城東区古市３―２４―１８,大阪市城東区,06-6939-3223,一般,ファイザー,135.5603539,34.71415886
医療法人山中医院,大阪市城東区諏訪１―３―１,大阪市城東区,,一般,ファイザー,135.5599012,34.686718
福田医院,大阪市城東区鴫野東２―１２―２,大阪市城東区,06-6961-3279,一般,ファイザー,135.5465998,34.69357436
医療法人誠真会　関目病院,大阪市城東区関目２―１３―１３,大阪市城東区,06-6931-3211,一般,ファイザー,135.5521584,34.70629942
医療法人秀奈会　きょうクリニック,大阪市城東区関目５―１６―１９　１０３号,大阪市城東区,06-6935-7655,一般,ファイザー,135.5499606,34.71210604
おくだクリニック,大阪市城東区永田２―１６―８,大阪市城東区,,一般,ファイザー,135.5587019,34.68570596
柿本耳鼻咽喉科,大阪市城東区今福西3-8-22,大阪市城東区,,一般,ファイザー,135.5488334,34.70065625
高見医院,大阪市城東区中浜１―２０―７　アベニューＫＮ１０１号,大阪市城東区,06-6963-7661,一般,ファイザー,135.5449724,34.68619332
医療法人潤優会　松谷クリニック,大阪市城東区諏訪１―１８―５,大阪市城東区,,一般,ファイザー,135.5652879,34.68750984
医療法人　池岡診療所　池岡クリニック,大阪市城東区関目１－１８－１３,大阪市城東区,06-6931-6665,一般,ファイザー,135.5494387,34.70637432
セントラルクリニック岡本,大阪市城東区中央２－１５－１３　ニュー京阪マンション１階,大阪市城東区,06-6923-8000,一般,ファイザー,135.5439234,34.70533428
おおにし内科・小児科,大阪市城東区諏訪１－１６－４,大阪市城東区,06-6965-3700,一般,ファイザー,135.5644043,34.68559548
医療法人はしもと診療所,大阪市城東区関目３－１１－２４,大阪市城東区,06-6936-8181,一般,ファイザー,135.5481966,34.70932594
にのみやこどもクリニック,大阪市城東区鴫野東2-11-15　１F,大阪市城東区,,一般,ファイザー,135.5463785,34.69424507
城東なかいクリニック,大阪市城東区関目3‐12‐31シャトー新関目1階,大阪市城東区,06-6931-8100,一般,ファイザー,135.5489307,34.70932758
医療法人悠亜会　かわい内科クリニック,大阪市城東区東中浜３－７－１４,大阪市城東区,06-6962-3133,一般,ファイザー,135.5459388,34.68269221
にしクリニック,大阪市城東区鴫野西5-1-24　ビエラタウン鴫野　JR鴫野駅NKビル２階,大阪市城東区,06-6167-7700,一般,ファイザー,135.5440469,34.69313356
いわた脳神経外科クリニック,大阪市城東区成育2-13-27 クリニックステーション野江1-B,大阪市城東区,06-6935-2335,一般,ファイザー,135.5458782,34.70751079
蒲生4丁目クリニック,大阪市城東区今福西1-9-3　メディカルアベニュー城東5F,大阪市城東区,06-4255-6700,一般,ファイザー,135.5479242,34.7002838
かねみつクリニック,大阪市城東区今福東3-5-6　メディカルモール今福2階,大阪市城東区,070-8414-5729,一般,ファイザー,135.5558491,34.7048515
三木医院,大阪市鶴見区安田４ー８ー２,大阪市鶴見区,06-6913-1120,かかりつけ,ファイザー,135.5890885,34.70730366
医療法人　川上医院,大阪市鶴見区徳庵１―１―６４,大阪市鶴見区,06-6912-1024,かかりつけ,ファイザー,135.5799909,34.69708117
医療法人　三浦医院,大阪市鶴見区浜２―１―３７,大阪市鶴見区,06-6911-3585,かかりつけ,ファイザー,135.5829419,34.7051013
生活協同組合ヘルスコープおおさか　まった生協診療所,大阪市鶴見区横堤３―６―７,大阪市鶴見区,,かかりつけ,ファイザー,135.5727895,34.70061493
医療法人　米田産婦人科,大阪市鶴見区諸口１―１３―１６,大阪市鶴見区,06-6913-1135,かかりつけ,ファイザー,135.5769654,34.70111415
医療法人峻正会　長谷川医院,大阪市鶴見区諸口４―１５―１５,大阪市鶴見区,06-6913-6686,かかりつけ,ファイザー,135.5822037,34.70186299
医療法人　高山医院,大阪市鶴見区浜３―３―１６,大阪市鶴見区,06-6912-2829,かかりつけ,ファイザー,135.5836933,34.70676544
医療法人晃和会　北田医院,大阪市鶴見区放出東２―４―１,大阪市鶴見区,06-6961-2817,かかりつけ,ファイザー,135.559839,34.69137642
日比野内科クリニック,大阪市鶴見区鶴見5-5-16 メゾンシュールプラージュ1階,大阪市鶴見区,06-6915-6311,かかりつけ,ファイザー,135.5627941,34.70670478
いまにし医院,大阪市鶴見区浜５―南１―１３　モンピエース１階,大阪市鶴見区,,かかりつけ,ファイザー,135.5822974,34.71287271
医療法人昌善会　良原診療所,大阪市鶴見区放出東２―２１―２３,大阪市鶴見区,090-3629-0046,かかりつけ,ファイザー,135.5655703,34.69050125
医療法人川嵜耳鼻咽喉科,大阪市鶴見区今津中５―７―４,大阪市鶴見区,,かかりつけ,ファイザー,135.580267,34.69169145
医療法人葉月会　吉田クリニック,大阪市鶴見区茨田大宮２―７―１０,大阪市鶴見区,06-6915-0600,かかりつけ,ファイザー,135.5948228,34.71297649
医療法人くすの木会　かたやまクリニック,大阪市鶴見区今津南１―５―３９　鶴見グリーンレジデンス１階,大阪市鶴見区,,かかりつけ,ファイザー,135.5662414,34.68864112
医療法人　横山クリニック,大阪市鶴見区横堤４―１―３６　スターハイム松尾１階,大阪市鶴見区,06-6914-3100,かかりつけ,ファイザー,135.5688281,34.70330803
小林医院,大阪市鶴見区鶴見４－１１－６６,大阪市鶴見区,06-6915-7777,かかりつけ,ファイザー,135.5630175,34.70281179
藍の都脳神経外科病院,大阪市鶴見区放出東２－２１－１６,大阪市鶴見区,①080-9126-0353　②080-4495-2981　③070-1786-5140　※月曜～金曜13:00～16:00,かかりつけ,ファイザー,135.5660285,34.69087827
なかたクリニック,大阪市鶴見区諸口４－１－２,大阪市鶴見区,06-6914-2223,かかりつけ,ファイザー,135.5784191,34.70189539
服部クリニック,大阪市鶴見区今津北５－１１－１２　ＡＣＬクリニックモール２階,大阪市鶴見区,,かかりつけ,ファイザー,135.5814008,34.69356337
中河クリニック,大阪市鶴見区今津中３－８－９　中河ビル１Ｆ,大阪市鶴見区,06-6962-9901,かかりつけ,ファイザー,135.5759756,34.69191297
医療法人社団交鐘会　あおぞら在宅診療所大阪はなてん,大阪市鶴見区今津中1丁目10番19号大都ハイツ406号室,大阪市鶴見区,,かかりつけ,ファイザー,135.5694962,34.69069936
医療法人朋桜会　たなかクリニック,大阪市鶴見区諸口２－４－１０,大阪市鶴見区,06-6915-3800,かかりつけ,ファイザー,135.5785635,34.69921949
大阪鶴見ひなた内科・在宅クリニック,大阪市鶴見区緑1丁目11-3 ベルデカーサ 1・2階,大阪市鶴見区,06-6923-9277,かかりつけ,ファイザー,135.5612398,34.71253564
医療法人仁和会和田病院,大阪市鶴見区横堤３―１０―１８,大阪市鶴見区,,一般,ファイザー,135.5735751,34.70320565
医療法人富士会　富士診療所,大阪市鶴見区今津南２―５―３１,大阪市鶴見区,06-6963-2331,一般,ファイザー,135.5700483,34.68899402
医療法人雲勢会　竹中小児科,大阪市鶴見区今津南１―５―３７,大阪市鶴見区,,一般,ファイザー,135.5663933,34.68866095
コープおおさか病院,大阪市鶴見区鶴見３―６―２２,大阪市鶴見区,,一般,ファイザー,135.56317,34.70245011
橋内耳鼻咽喉科,大阪市鶴見区鶴見４―１６―４６,大阪市鶴見区,090-4288-3387,一般,ファイザー,135.5639116,34.70287197
すなみ内科クリニック,大阪市鶴見区放出東３―２１―５０　ＪＲ放出駅ＮＫビル２０１,大阪市鶴見区,06-4258-1114,一般,ファイザー,135.5637653,34.68818865
医療法人緑地会　赤尾クリニック,大阪市鶴見区緑三丁目２番１５号,大阪市鶴見区,080-4959-2800,一般,ファイザー,135.5630234,34.71309008
医療法人俊佑会　玉岡耳鼻咽喉科,大阪市鶴見区今津南１―６―２６,大阪市鶴見区,06-6963-8701,一般,ファイザー,135.5690752,34.68883535
寺内クリニック,大阪市鶴見区浜３―２―３,大阪市鶴見区,06-6911-6777,一般,ファイザー,135.5842403,34.70532625
医療法人津樹会城東病院,大阪市鶴見区放出東２―１１―２２,大阪市鶴見区,06-6961-2994,一般,ファイザー,135.561243,34.69275665
医療法人　河島医院,大阪市阿倍野区昭和町２―１―２４,大阪市阿倍野区,06-6629-2110,かかりつけ,ファイザー,135.5169733,34.6323234
医療法人俊徳会　整形外科みなとクリニック,大阪市阿倍野区阿倍野元町２－１０,大阪市阿倍野区,06-6622-3710,かかりつけ,ファイザー,135.5098043,34.63426994
医療法人　清雄会　竹林医院,大阪市阿倍野区阿倍野筋２―４―１,大阪市阿倍野区,06-6621-5506,かかりつけ,ファイザー,135.513196,34.64384355
医療法人博寿会　横田医院,大阪市阿倍野区昭和町１―１９―２８,大阪市阿倍野区,06-6622-1700,かかりつけ,ファイザー,135.5198326,34.6323749
小松クリニック,大阪市阿倍野区王子町１―１０―２,大阪市阿倍野区,06-6622-3258,かかりつけ,ファイザー,135.511759,34.6339434
医療法人　西川医院,大阪市阿倍野区天王寺町北２―１６―１０,大阪市阿倍野区,06-6714-5218,かかりつけ,ファイザー,135.5256345,34.64547554
阿部クリニック,大阪市阿倍野区松崎町２―１―４５　日世ハイツ１Ｆ,大阪市阿倍野区,06-6628-0870,かかりつけ,ファイザー,135.5187402,34.64365055
岡医院,大阪市阿倍野区阪南町３―４１―５,大阪市阿倍野区,,かかりつけ,ファイザー,135.5130783,34.62700411
医療法人河診療所,大阪市阿倍野区昭和町５―１１―１３,大阪市阿倍野区,06-6629-6161,かかりつけ,ファイザー,135.5165129,34.62187272
河田医院,大阪市阿倍野区天王寺町北２―４―２０,大阪市阿倍野区,06-6719-0381,かかりつけ,ファイザー,135.5232887,34.6471149
医療法人　大谷診療所,大阪市阿倍野区美章園２―２―５,大阪市阿倍野区,06-6714-0148,かかりつけ,ファイザー,135.5238415,34.64100659
やぶのクリニック,大阪市阿倍野区阪南町１―５０―２０　プレステル阪南１Ｆ,大阪市阿倍野区,06-6629-3061,かかりつけ,ファイザー,135.5157291,34.63329454
医療法人紫峰会　伊賀医院,大阪市阿倍野区松崎町３―１５―１４　ジョイテル阿倍野１Ｆ,大阪市阿倍野区,06-6624-2466,かかりつけ,ファイザー,135.5161232,34.63997769
医療法人高寿会　山本内科・小児科,大阪市阿倍野区阿倍野筋５―３―２,大阪市阿倍野区,06-6621-3261,かかりつけ,ファイザー,135.511888,34.63856852
愛田クリニック,大阪市阿倍野区阿倍野筋５―１１―２　アベノサンガビル２階,大阪市阿倍野区,06-6651-8222,かかりつけ,ファイザー,135.5106013,34.63855939
