facility_name,address,ward_name,lng,lat,exec_start,reception,workday,remark
横浜聖旺クリニック,磯子区洋光台6-19-43,横浜市磯子区,139.597916,35.370441,開始済,045-833-8083,電話での予約受付は水曜日を除く平日12時から13時まで,上記の時間以外での電話での対応は行っておりません。
やそだ整形外科リウマチクリニック,磯子区洋光台６－７－２７,横浜市磯子区,139.596313,35.372681,開始済,FAXで受付します。詳しくはhttps://www.yasoda-clinic.comをご覧ください,木曜日を除く平日９時から１７時まで,詳しくはｗｅｂサイトをご覧ください。
奥田内科,磯子区洋光台３-１-１ショップ２７　２階,横浜市磯子区,139.594772,35.379044,開始済,045-830-6161,当院診療時間に準ずる,予約はお電話のみとなります。
遠藤クリニック,磯子区洋光台2-8-26,横浜市磯子区,139.590393,35.385052,開始済,045-833-1737,平日診療日10時～12時、15時～17時（変更することあり）,診療日に接種いたします。1、2回目を同時に予約します。
洋光台ひろ内科クリニック,磯子区洋光台３－１３－１　ピーコックストア２F,横浜市磯子区,139.595551,35.379913,開始済,045-836-3777,水曜日を除く平日10時から12時まで、17時から18時,
医療法人社団永井医院,磯子区洋光台1-7-25,横浜市磯子区,139.596313,35.385994,開始済,045-833-0720,診療時間内,電話で仮予約後、日程調整を行い順次、当方より電話連絡　
きくたに内科クリニック,磯子区洋光台4-20-36,横浜市磯子区,139.598953,35.375526,開始済,045-833-7725,木曜日、休祭日を除く、診療時間内電話受付,仮予約後、こちらから日時を調整させていただきます。
ひかりクリニック,磯子区洋光台6-33-1,横浜市磯子区,139.599594,35.371738,開始済,045-836-2611,月・火・木・金の12：30～13：30まで,接種は月・火・木・金の午後　詳細は電話でお問い合わせ下さい
ながお耳鼻咽喉科,磯子区洋光台３－１３－１ピーコックストア2階,横浜市磯子区,139.595551,35.379913,開始済,045-352-8850,水曜を除く平日16時～18時。土曜10時～11時30分,接種は火・木・金・土で実施しています
じもと小児クリニック,金沢区大川7-6-126,横浜市金沢区,139.611969,35.335861,44390,045-791-7211,水曜日を除く平日10時から12時,接種は月・火・木・金10:30～11:30
金沢あおぞらクリニック,金沢区大川７－６－１２５,横浜市金沢区,139.611969,35.335861,開始済,070-8374-3331,木曜日を除く平日１６時から１７時,接種は月・火・金１１：３０～１２：３０で実施しています。
あかり木診療所,金沢区金沢町184-192,横浜市金沢区,139.631638,35.343979,,http://www.akariki.com,,可能人数に上限があるため受付状況をホームページで確認ください
樹診療所かまりや,金沢区釜利谷西1-2-25,横浜市金沢区,139.606171,35.346874,開始済,070-4259-8850,月・水・金　14:00～16:00,予約は専用電話のみで対応致します　代表電話では受付しません
金沢白百合クリニック,金沢区釜利谷東7-23-23,横浜市金沢区,139.60524,35.34174,開始済,045-791-5570,月、火、木の10時～11時半、金曜の15時半から17時半,予約日時は指定できません。準備が整い次第当院からご連絡します
吉村内科医院,金沢区釜利谷東2丁目17-8,横浜市金沢区,139.61969,35.343647,開始済,070-8341-5061,平日15時から17時,現在8月末まで予約一杯。枠増設時はホームページで告知予定。
小谷クリニック,金沢区柴町349-1,横浜市金沢区,139.638824,35.345478,開始済,080-2391-1277,木曜日を除く平日15時から17時まで,7月末まで予約が埋まっていますのでキャンセル待ちのみ受付ます
いけがわ医院,金沢区洲崎町4-3,横浜市金沢区,139.62413,35.333031,開始済,https://ikegawaiin.com/,ホームページ でお知らせします,電話での予約 は受け付けておりません。
八景駅前きくち内科,金沢区瀬戸17-18 1階,横浜市金沢区,139.621155,35.332199,開始済,045-701-8000,火曜日　16-18時,接種は、７月中旬以降の火曜日午後・金曜日午後で実施予定です
千葉内科・消化器科,金沢区瀬戸3-45金沢八景メディカルビル4階,横浜市金沢区,139.62178,35.330616,開始済,http://www.chibaclinic.com/,ウェブページから24時間,電話での予約は受け付けておりません。
医療法人杉本クリニック,金沢区瀬戸３－７,横浜市金沢区,139.62178,35.330616,開始済,045-701-9462,木曜日を除く平日１２時から１４時まで,
グリーン耳鼻咽喉科,金沢区泥亀２－５－１ユニオンセンター１階,横浜市金沢区,139.624405,35.338745,開始済,https://green.atat.jp/i/f.php,月水木金土：9時－12時半　月水木金：15時－17時半,接種は水金11：30－12：30で実施しています。
医療法人社団 景翠会 金沢病院,金沢区泥亀2-8-3,横浜市金沢区,139.62442,35.338104,開始済,070-1421-5239,火・水・木 13:00～14:00に電話受付,接種は月・水 16:00～17:00で実施します。
森クリニック,金沢区泥亀1-8-27,横浜市金沢区,139.622223,35.339806,開始済,http://moricl.jp/,平日９:３０～１２：００と１５：００～１７：００,接種は火・水・木・金・土で行っています
椿ヶ丘医院,金沢区富岡西１－３５－１５,横浜市金沢区,139.625641,35.373405,開始済,090-8282-7613,木曜日を除く平日午前９時から12時に電話受付,接種日は火曜日・土曜日13:00～、月曜日13:30～
医療法人社団石丸医院,金沢区富岡西４－６－６,横浜市金沢区,139.619278,35.364807,開始済,045-772-3267,土曜日9時から１０時まで,接種日は不定期です、予約時に指定させていただきます
白石クリニック,金沢区富岡西6-18-25,横浜市金沢区,139.621368,35.360924,開始済,https://www.shiraishi-c.com,ウェブページから24時間,電話・窓口での予約は受け付けておりません。
はまと脳神経クリニック,金沢区富岡西7‐19‐13,横浜市金沢区,139.622711,35.365376,開始済,045-771-8010,木曜日以外の平日10時半から11時半と15時から16時半,既に7月末分まで予約が埋まっているためキャンセル待ちのみ
富岡西クリニック,金沢区富岡西6-15-5,横浜市金沢区,139.621384,35.361244,開始済,045-778-2204,木曜日を除く平日9時から12時まで,接種は月　火　水　金　土8時30分～9時で実施しております。
上岡医院,金沢区富岡西6-16-11,横浜市金沢区,139.620544,35.361702,開始済,045-775-3737,水曜日を除く平日14時30分から16時30分まで,接種は月・火・木・金14:30～16:30まで実施しています
たかさき内科,金沢区富岡西２－３－１　野本ビル1階,横浜市金沢区,139.62851,35.367504,開始済,045-773-8001,日曜祝日を除く9時から15時まで,月曜から金曜毎日18人、土曜12人接種しています。
いとう内科クリニック,金沢区富岡東５－１８－１,横浜市金沢区,139.631332,35.367714,開始済,045-771-2277,木曜日を除く平日11：00-12：00,接種は　月・火・水・金　14：30～１５：３０で実施
河合耳鼻咽喉科医院,金沢区富岡東5-20-8　吉川ビル2階,横浜市金沢区,139.63028,35.367519,開始済,045-773-0133,月・火・木・金曜日、12時30分～14時30分,通常の診療に支障を来すため、窓口での受付は行っておりません。
堀内医院,金沢区富岡東5-19-9,横浜市金沢区,139.62973,35.368294,開始済,045-772-3591,日、休日、木曜日を除く9時から12時まで,接種実施日は月・火・金・土14:00~15:30
医療法人社団篠田医院,金沢区並木3-8-1,横浜市金沢区,139.641418,35.357067,開始済,045-781-7777,火曜日　水曜日　木曜日　日曜日を除く13時から16時まで,
並木クリニック,金沢区並木2-9-4,横浜市金沢区,139.638947,35.36401,開始済,045-788-0888,月曜から土曜の11時から13時,高齢者から順に接種  予約枠に空きがある場合に接種可能
長倉医院,金沢区並木1-19-22,横浜市金沢区,139.640808,35.370052,開始済,045-771-2500,水曜日を除く平日11：30～12：30,
吉田整形外科,金沢区能見台２－２０－２,横浜市金沢区,139.610596,35.358971,開始済,045-775-1002,平日12時30分～14時00分,診察券をお持ちの方を優先させて頂きます。
小谷医院,金沢区能見台3-7-7,横浜市金沢区,139.615921,35.357571,開始済,https://kotani-iin.jp,予約サイトは24時間受付,予約方法はホームページをご覧ください。
能見台こどもクリニック,金沢区能見台通4-8,横浜市金沢区,139.628906,35.36095,開始済,045-786-2027,木日祝を除く診療日14：30から,786-2055は一般の患者様専用のためお電話はお控え下さい
草川クリニック　内科・循環器内科,金沢区能見台通4-1 MQプラザ2階,横浜市金沢区,139.628906,35.36095,開始済,https://kusakawa-cl.com/で予約受付状況をご確認の上、窓口で予約をお取り下さい,診療時間内,クリニックのホームページで予約状況をご確認の上、ご来院下さい
わたなべ内科・呼吸器クリニック,金沢区能見台通2-6能見台クオレ204,横浜市金沢区,139.629501,35.361237,開始済,https://www.watanabe-rsp-cl.com/,当院HPよりワクチン予約サイトにて予約,土曜午後に実施。予約はHPから予約サイトでお願いします。
やなぎさわ腎・泌尿器科クリニック,金沢区能見台通4-1  MQプラザ2階,横浜市金沢区,139.628906,35.36095,44382,045-370-8351,月、火、木、金の16:00～17:30,接種は月、火、木、金の12:00～12:15
パートリア診療所,金沢区能見台東１０－１,横浜市金沢区,139.62439,35.357796,開始済,http://www.kowakai-patria.com/publics/index/71/,水、土午後を除く11時半から12時半、16時から17時,予約専用ダイヤルから受付。詳細はホームページよりご案内します
田川内科医院,金沢区能見台東1-1　ビーコンヒル能見台イーストプラザ,横浜市金沢区,139.628433,35.359444,開始済,https://tagawa-naika.com/,火曜日を除く平日10時～12時、16時～18時,窓口予約です。電話での予約は受け付けておりません。
きくち内科クリニック,金沢区東朝比奈2-20-8,横浜市金沢区,139.59877,35.324657,開始済,045-785-3222,月曜日　16-18時,接種は、７月中旬の月曜日午後・木曜日午後に実施予定です。
産業振興センター診療所,金沢区福浦1－5－2,横浜市金沢区,139.647003,35.354481,開始済,070-2819-6965,平日９時00分から17時30分まで,直接来院予約はできません。2週間後の予約を毎週受けます。
六浦内科クリニック,金沢区六浦5-1-11六浦ビル4階,横浜市金沢区,139.610428,35.322346,開始済,045-783-6763,水曜日のみ　10：30～11：30,接種は金曜日10：00～12：00で実施
とみやま内科クリニック,金沢区六浦1-1-7ライブピア金沢八景2階,横浜市金沢区,139.620255,35.328499,開始済,080-9018-1380,水曜日を除く平日14時から15時まで,専用回線以外のワクチン接種お問い合わせはご遠慮下さい
医療法人麗光会ヨーダー公子クリニック,金沢区六浦5-1-11　六浦ビル2階,横浜市金沢区,139.610428,35.322346,開始済,045-353-9880,木曜日、土曜日、日曜日を除く平日の14時～17時まで,接種は月、火、水、金曜日の12時～14時で実施します。
医療法人社団はじりペインクリニック,金沢区六浦東3-1-27サウスよこはま3階,横浜市金沢区,139.621201,35.319668,開始済,https://website2.infomity.net/8092486/,24時間可能,電話での予約・問い合わせは、受け付けておりません。
原田クリニック,金沢区六浦東3-1-27サウスよこはま2F,横浜市金沢区,139.621201,35.319668,開始済,045-787-0776,"月,水,金の16時から17時まで","接種は月,水,金の15:30から17:00で実施しています。"
医療法人社団　所耳鼻咽喉科医院,金沢区六浦南２－９－１４,横浜市金沢区,139.611008,35.321445,開始済,045-788-3387,木曜を除く平日９時～１２時、１５時～１９時,接種は基本的に月・火・水・金１２：００～１３：００に実施
医療法人社団　六浦診療所,金沢区六浦南2-9-14,横浜市金沢区,139.611008,35.321445,開始済,045-701-9917,火曜日の10時から11時30分まで,接種の日時はこちらから指定させて頂きます。
大久保医院,金沢区六浦南2-42-18,横浜市金沢区,139.612503,35.31842,44390,045-788-6565,問診日予約：火曜日・金曜日の16：00～17：00,問診後に接種日予約。接種は火・金曜日の14：30～15：30
いとうファミリークリニック,金沢区谷津町378,横浜市金沢区,139.621704,35.343491,開始済,045-783-5769,火曜日、金曜日　　14時30分から17時30分,
京浜健診クリニック,金沢区柳町3-9,横浜市金沢区,139.625931,35.327477,開始済,045-782-3222,平日午後13時から16時まで,
医療法人社団　榎本医院,"金沢区釜利谷西6-1-10	",横浜市金沢区,139.5952,35.338932,開始済,電話予約のみ　045-781-3188,月、火、木、金曜日の17時30分～18時 ,8月分のキャンセル待ちのみ予約受付中
庄司クリニック,金沢区釜利谷東２－１６－３２トライアンジュ文庫３F,横浜市金沢区,139.619675,35.342945,開始済,"080-4159-3220,080-7491-3220",特定した日の12時15分から13時15分,予約可能な特定日はホームページに掲載してます。
服部クリニック,港北区大倉山1-28-３大明大倉山ビル１F,横浜市港北区,139.632156,35.52029,開始済,045-545-0001,診療時間内（火曜日水曜日の午後除く）　木日祝休診,
里見医院,港北区大倉山３－１－５,横浜市港北区,139.629364,35.521496,開始済,045-543-1551,9時～12時３０分、午後4時～6時３０分（水、土は午前のみ）,接種は火曜日午前、金曜日午前。7月中旬以降の接種になります。
柴田内科,港北区大倉山3丁目26番の6,横浜市港北区,139.627655,35.519691,開始済,070-4323-7070,月火木金土曜日10時から正午　月火木金曜日16時から18時,院内ではご静粛に。
さいだ耳鼻咽喉科クリニック,港北区大倉山3-42-16,横浜市港北区,139.626617,35.522327,開始済,045-546-6663,木曜日、日曜日以外の　10時から12時　16時から17時半,接種は、木、日　以外の　予約された時間で。
横山クリニック,港北区大倉山4-5-1-101,横浜市港北区,139.6241,35.518723,開始済,045-531-1575,月、火、水、金13時～14時電話の上、診療時間内に来院し予約,月、火、水、金、土曜は通常診療時間中、木曜日休診日も接種
大倉山わきもと内科,港北区大倉山5-25-19,横浜市港北区,139.624146,35.524662,開始済,045-717-6887,診察受付時間内,詳しくはホームページでご確認ください。
大倉山診療所,港北区大曽根1-17-3,横浜市港北区,139.632751,35.526806,開始済,窓口のみ,水曜日、日曜、祝日を除く診療時間内（9時から12時　）,予約受付は窓口のみ可。　直接窓口にお越しください。
菊名やまゆりクリニック,港北区菊名6-1-7 2階,横浜市港北区,139.6315,35.510643,開始済,080-6910-5573,火、金、土曜日の　10:30～12:30,お問い合わせはワクチン予約電話にお願いします。
浅木クリニック,港北区菊名1－1－8,横浜市港北区,139.633133,35.498699,未定,https://www.asakiclinic.com,ホームページをご覧ください,8月まで予約が埋まっており、現在はキャンセル待ちの受付可。
医療法人社団清水医院,港北区菊名3-21-10,横浜市港北区,139.634171,35.50872,開始済,045-431-8425,月・火・水・金曜日、11時30分～12時30分,定期受診者で集団接種困難な方を優先。接種日時は当院指定です。
北新横浜内科クリニック,港北区北新横浜1-2-3-4F,横浜市港北区,139.613708,35.519104,開始済,045-533-2235,当面の間、火曜日12：30～13：30、電話でのみ受付,現在、65歳以上の方を対象にキャンセル待ちのご対応となります
北新横浜耳鼻咽喉科,港北区北新横浜1-2-3三橋ビル2F,横浜市港北区,139.613708,35.519104,44390,045-859-9292,木曜日を除く平日午前10時半～12時、午後３時半～5時まで,接種は月・水・金午前中、詳細は当院ホームページを確認下さい。
医療法人社団陽命会　きくな小児科皮ふ科クリニック,港北区篠原北2-4-5,横浜市港北区,139.629898,35.510128,44405,https://ssc2.doctorqube.com/kikuna-child-hifuka/,Webでの予約のみ,水曜日：１３：３０～１４：３０　
篠原Kクリニック,港北区篠原町1103,横浜市港北区,139.619186,35.495663,開始済,045-439-6336,平日9時から12時・15時から18時半（土曜は午前のみ）,外来は水曜日9:00～11：00・在宅患者は木曜日午後実施
しんよこ駅前整形外科リウマチ科,港北区篠原町3014-2 加祥ビルB1F,横浜市港北区,139.616486,35.506004,開始済,https://yamabikovaccine.reserve.ne.jp/sp/index.php?,金曜9時～13時、14時～18時、他特別対応時間あり,2回目の接種は自動的に3週間後の同時刻になります。
なみき内科クリニック,港北区篠原町１１２９岸根公園駅前ＵＵビル２Ｆ２０２号,横浜市港北区,139.616974,35.497246,開始済,045-430-3005,平日９時から１２時３０分、１５時から18時３０分、土曜日午前,接種は平日のみで時間指定があります。
菊池整形外科医院,港北区篠原町１１３２,横浜市港北区,139.617188,35.497704,開始済,045-431-8950,診療時間内,7月下旬のご案内になります。
あおぞら新横浜クリニック,港北区篠原町3014-3　加祥ビル4F,横浜市港北区,139.616486,35.506004,開始済,070-1428-6845,平日15時から17時まで予約専用ダイヤルにて電話受付,接種日7/4(2回目7/25）コロナワクチンナビをご覧下さい
医療法人桜敬会　太田整形外科,港北区篠原町1129岸根公園駅前UUビル201,横浜市港北区,139.616974,35.497246,開始済,045-438-0531,木曜日を除く平日9:30～11:00のみ受付,"接種は火,水,金の12:00～と15:30～"
新横浜ハートクリニック,港北区篠原町2865新横浜ビルディング2階,横浜市港北区,139.616486,35.506004,開始済,045-717-5126,診療時間に同じ,接種は月・火・水・木14:30から18:00で実施しています
藤井クリニック,港北区篠原町1034-7,横浜市港北区,139.618896,35.501114,開始済,045-633-1607,祝日を除く月曜日、金曜日の12時から13時まで,木曜日8：30～11：00受付終了で実施しています
日吉おおつかクリニック,港北区下田町4－9－1,横浜市港北区,139.629669,35.558296,開始済,受診歴のある方優先。電話・ネット不可　予約は受付窓口,診療時間中,予約枠が定員に達したため受付休止中。再開日未定。
のぞみクリニック,港北区新横浜3-20-3リバサイドビル501,横浜市港北区,139.616516,35.511406,開始済,http://nozomiclinic.life.coocan.jp/,24時間,最新情報はホームページをご確認ください。
新横浜整形外科リウマチ科,港北区新横浜3-6-4　新横浜千歳観光ビル1-4F,横浜市港北区,139.618225,35.508923,開始済,https://yamabikovaccine.reserve.ne.jp/sp/index.php?,8時から19時45分まで,2回目の接種は自動的に3週間後の同時刻になります。
アポロ在宅クリニック,港北区新横浜2-17-11アイシスプラザ301,横浜市港北区,139.61171,35.508495,開始済,045-550-4240,平日9時から18時,
医療法人社団慈友会山田内科,港北区新横浜2-2-3　新横浜第１竹生ビル　４f,横浜市港北区,139.61351,35.506855,開始済,https://www.ymdmedcl.com,ウエブ予約２４時間　Tel　問い合わせ11：30~13:00,接種日 月・木・金　15：00~16：00(祝日除く）
アモルクリニック,港北区新横浜3‐20‐3リバサイドビル6階,横浜市港北区,139.616516,35.511406,開始済,045-577-3888,平日9時から12時（木除く）、平日15時から18時まで,予約受付状況はホームページで適宜更新しますのでご確認ください
RESM新横浜 睡眠・呼吸メディカルケアクリニック,港北区新横浜3-8-12　丸八新横浜ビル4F,横浜市港北区,139.618576,35.510548,開始済,045-475-5157,火～金曜日 13:30～14:30（祝日除く）,
新横浜山前クリニック,港北区新横浜３丁目２０番地３番リバサイドビル４階,横浜市港北区,139.616516,35.511406,開始済,090-2152-6307,月曜日および水曜日　午前7時30分から8時まで,すでに予約多数のため、10月上旬以降のご予約となります
ふくろうメンタルクリニック,港北区新横浜3-9-5東昇ビル2F,横浜市港北区,139.619431,35.511192,開始済,045-594-6905,祝日を除く診療時間内,火・水・金・土10：00～12：00で実施しています。
温心堂レディースクリニック,港北区新横浜３-20-３,横浜市港北区,139.616516,35.511406,開始済,080-7830-1867,月曜・木曜を除く平日土曜日曜の10時から14時まで,全ての診療日の午前と午後に実施します。土日も実施します。
昇和診療所,港北区新横浜1-11-11,横浜市港北区,139.61264,35.504749,開始済,045-620-6226,月曜日から金曜日 午後3時30分から4時30分,かかりつけの患者様優先。
トラベルクリニック新横浜,港北区新横浜2-13-6,横浜市港北区,139.613693,35.509281,開始済,https://travelclinics.jp,専用予約フォームより24時間,専用予約フォームより24時間　火～土PM実施　2回セット予約
新川新横浜クリニック,港北区新横浜２-6-13-2F,横浜市港北区,139.614151,35.508327,開始済,https://ssc7.doctorqube.com/shinkawa-shinyokohama,ウェブサイト24時間,電話予約不可。当院ホームページ参照してください。
新吉田医院,港北区新吉田町3622-3,横浜市港北区,139.613037,35.539715,開始済,045-593-0127,月曜16時から17時まで  火曜土曜10時から11時まで,当日キャンセル分がでた時のみの当日接種受付になります
和光医院,港北区高田東4-10-8,横浜市港北区,139.623032,35.547302,開始済,045-531-4372,水曜日を除く平日14時30分から17時まで,午前中は、予約電話をお控え下さい。
たかたこどもクリニック,港北区高田東4-23-4,横浜市港北区,139.619751,35.548882,開始済,045-533-1123,9時～　【予約枠が埋まるまで】,6月24日は、電話のみの受付です。（来院での予約不可）
グリーン高田駅前クリニック,港北区高田東3-1-8,横浜市港北区,139.620178,35.550312,開始済,045-544-1117,金曜日17時から18時まで,接種は火曜日16：00～17:00で実施します
高田Ysクリニック 泌尿器科・内科,港北区高田東4-23-4高田駅前医療ビル2F,横浜市港北区,139.619751,35.548882,開始済,https://takata-ys-clinic.com,Webにて24時間受付可。電話予約はできません。,接種日時はホームページをご確認ください。
かとうクリニック,港北区樽町3-6-38　りりあタウン2階,横浜市港北区,139.642181,35.53006,開始済,045-545-0222,日祝日・水曜日を除く、15時から16時,接種は午前中に実施しております。
たるまちクリニック,港北区樽町2-6-40,横浜市港北区,139.636581,35.532253,開始済,045-533-6220,水曜日を除く平日15時から16時まで,木曜日・金曜日14:30から16:00で実施予定です
三石内科クリニック,港北区樽町1-24-7,横浜市港北区,139.633408,35.528297,開始済,045-531-6000(ﾌｧｯｸｽ),木曜日、日曜日を除く13時から17時まで,接種日は人数によって変わります
いけだ整形外科,港北区樽町2-6-40　T-PLATZ 2F,横浜市港北区,139.636581,35.532253,開始済,045-533-6260,月曜・金曜の9：30～11：30まで,電話だけでの予約は不可。予約券を渡しますので接種前に要来院。
綱島クリニック,港北区綱島西2-3-2ナイスアーバンステイツ綱島2階,横浜市港北区,139.633224,35.535652,開始済,045-540-4887,12時半から13時,女性対象クリニック階段2階。接種は月・水・金12時15分から
えびすクリニック,港北区綱島西2-7-2第７吉田ビル２階,横浜市港北区,139.631958,35.536507,開始済,045-546-8611,木曜日・土曜日を除く平日15時30分から17時,接種は月・火・金で実施
医)泰寿会　さかもと小児クリニック,港北区綱島西２－７－２第７吉田ビル５階,横浜市港北区,139.631958,35.536507,開始済,045-540-1023,火・水・金　３：００～,
高木脳神経外科クリニック,港北区綱島西3-2-20　綱島別所プラザ2階,横浜市港北区,139.630875,35.537472,開始済,https://takagi-nouge.com/,ウェブページでお知らせします,予約はウェブのみです。電話でのお問い合わせはご遠慮ください。
菜の花クリニック,港北区綱島西2-11-2-101,横浜市港北区,139.631195,35.535503,開始済,窓口に書類持参,"月曜日　10:00-11:00,16:00-17:00",
医療法人社団山下小児科クリニック,港北区綱島西1-13-16,横浜市港北区,139.633118,35.537766,開始済,045-545-1910,月・水・金の12時～13時,接種日当日、記載済の予診票、接種券をお持ちの方に限ります
平井整形外科クリニック,港北区綱島西1-6-11,横浜市港北区,139.634293,35.536949,開始済,045-542-5758,日曜日を除く１１時３０分から１２時３０分,接種は月・火・木・金１２：００～、土９：３０～から実施
藤田皮フ科,港北区綱島西1-8-3 ウシヤマビル2F,横浜市港北区,139.633453,35.536655,開始済,https://ssl.fdoc.jp/reserve/subjectlist/index/cid/m6062705?SITE_CODE=hp,予約日の30日前より,接種は水曜日のみ実施。電話での予約受付は行っていません。
綱島ウェルクリニック,港北区綱島東1-2-13,横浜市港北区,139.634644,35.536144,開始済,045-544-1115,水曜日を除く平日の10時から20時,
綱島東口内科・糖尿病内科クリニック,港北区綱島東　2-2-14　2F,横浜市港北区,139.636475,35.538033,開始済,045-633-7737,"月・火・木・金の10時から13時, 14時半から18時まで",接種は火・木・金の14：30～18：00で実施しています
あかつきクリニック,港北区綱島東４－２－５－１０１,横浜市港北区,139.64093,35.543217,開始済,045-543-7101,診療時間内,診療開始直後は電話が混みあうため時間をずらしてお掛けください
綱島泌尿器科・内科クリニック,港北区綱島東1-1-6J・C古市ビル3階,横浜市港北区,139.635193,35.53677,44389,080-3305-0552,月、火、木、金の16時から18時半、土の14時半から17時,接種は土曜の午後、日曜の午前に実施予定です。
佐々木消化器科内科,港北区綱島東2-12-19,横浜市港北区,139.636536,35.537224,開始済,045-545-4588,木曜日を除く平日9時から12時まで,ご来院のうえ予約日の確認を致します
大川小児クリニック,港北区綱島東2-12-19　福島ビル1階,横浜市港北区,139.636536,35.537224,開始済,045-546-1071,平日9:00から17:00まで,接種は火曜日のみ　少人数限定　正式予約受付は来院者のみ
あい診療所,港北区鳥山町1018,横浜市港北区,139.603699,35.506359,開始済,https://ssc7.doctorqube.com/aiai.yokohama/,月曜日火曜日15:00から16:30,電話予約不可。接種は金曜日13:00から15:00で実施。
さかきばら耳鼻咽喉科,港北区仲手原2-43-33-1Ｆ,横浜市港北区,139.632248,35.49749,開始済,https://sakakibara-jibika.com,WEBサイトのみ。電話でのお問い合わせ、予約はご遠慮ください,WEBの詳細を確認し、同意頂ける方のみご予約をお願いします
なのクリニック,港北区仲手原1-26-10,横浜市港北区,139.635864,35.496777,開始済,045-710-0045,木曜日と土曜日を除く午後来院にて,当院の予約券が必要なので必ず接種前に来院してください。
くろき医院,港北区仲手原2-21-13　佐々木ビル１階,横浜市港北区,139.632156,35.495178,開始済,045-434-8477,月火木金9時から12時、15時から18時（水土午後を除く）,
菊名駅前クリニック,港北区錦が丘16-16　YKビル3F,横浜市港北区,139.630875,35.509151,開始済,045-439-5335,平日9-13時/15－19時　土曜日9－15時,接種は平日13時～　土曜日14時～実施しています。
かわのクリニック,港北区新羽町1625,横浜市港北区,139.611038,35.52779,開始済,045-547-1155,月曜日～土曜日　9:30～11:30,かかりつけ患者様優先
新羽あらた内科クリニック,港北区新羽町2080-1メディカルモールブラザー3階,横浜市港北区,139.609344,35.527622,開始済,045-543-2288,木曜日を除く平日10時から12時半まで,予約可能数には限りがあります。ご了承ください。
日吉メディカルクリニック,港北区日吉4丁目1番地1,横浜市港北区,139.650131,35.55167,開始済,https://hiyoshi-medical.com/news2.html#nw2_1,木曜10時30分～12時（不定期）,当院ホームページお知らせ欄から詳細をご確認ください
内村内科・腎クリニック,港北区日吉５－１３－４,横浜市港北区,139.653366,35.548462,開始済,045-534-3334,月曜日から土曜日の13時から16時30分まで,接種時期等のお問合せにつきましては、お控え下さい。
日吉東急鈴木眼科,港北区日吉 2-1-1 日吉東急アベニュー南館2F,横浜市港北区,139.647202,35.554253,開始済,090-7737-4099,火土日を除く平日10時３０分から13時 15時から18時,予約は専用ダイアルのみ 状況によっては電源オフにしています。
南澤医院,港北区日吉1-2-16,横浜市港北区,139.643295,35.556408,開始済,https://ssl.fdoc.jp/reserve/subjectlist/index/cid/ x3261940?SITE_CODE=hp,ウエブのみの予約,ウェブで予約できない方は診療時間内にご相談ください
たかみざわ医院,港北区日吉本町1－23－5,横浜市港北区,139.646072,35.552807,開始済,来院受付のみ,月・火・水・金曜日15時から16時まで,電話での予約は受け付けておりません。
日吉皮膚科クリニック,港北区日吉本町１－２４－５ドエル日吉２F,横浜市港北区,139.645493,35.552612,開始済,045-562-0041,水曜、日曜、祝日を除く平日の診療時間内,接種は火・木・金１５：００～１８：００で実施いたします
山下整形外科,港北区日吉本町4-12-8　南日吉ビル2階,横浜市港北区,139.634842,35.548115,開始済,045-560-3472,第2木曜日を除く月曜日から土曜日8時15分から8時45分まで,
日吉医院,港北区日吉本町4-15-11,横浜市港北区,139.632812,35.547943,開始済,来院して直接相談してください。,月曜日のみ　11：00-11：45,当院定期受診者で集団接種困難な方が優先です。
普通部通りみみ・はな・のどのクリニック,港北区日吉本町1-17-3,横浜市港北区,139.64444,35.553181,開始済,045-624-8185,月、火、木、金曜日　17時30分から１９時（予約時間厳守）,予約時間以外のお問い合わせはお控えください。月火木金接種実施
石井内科医院,港北区日吉本町6-26-5,横浜市港北区,139.631226,35.555412,開始済,045-561-4704,診療日11:30から12:00まで(時間厳守でお願いします),予約は1週間ずつ行います。詳細はホームページをご参照下さい。
日横クリニック,港北区日吉本町1-20-16,横浜市港北区,139.645737,35.553307,開始済,045-563-4115,日、水、木曜日、祝日を除く9時～12時、15時～17時,接種日は基本、6月は日曜日午前中、7月は土曜日午後を予定
大塚耳鼻咽喉科医院,港北区日吉本町１－４－１０,横浜市港北区,139.645325,35.554283,開始済,045-560-3207,水曜日を除く平日９時１５分から１２時、１４時３０分から１７時,接種日は月・火・木・金１０時、１５時、１６時
医療法人社団星川耳鼻咽喉科,港北区富士塚1-1-9 ,横浜市港北区,139.631577,35.500042,開始済,045-435-1287,月・火・水・金の9時から13時と15時から18時半、土は午前,
露木クリニック,港北区富士塚１－１１－３９,横浜市港北区,139.631393,35.50185,開始済,045-401-6633,水曜日、木曜日、土曜日を除く平日の16時から17時,接種は日常診療に支障が出ないように日時を指定します
有馬医院,港北区富士塚1-1-9 アリマメディカ１階,横浜市港北区,139.631577,35.500042,開始済,045-431-6565,木曜日を除く平日１３時３０分から１４時３０分まで,妙蓮寺　有馬医院のホームページも参照ください
中野こどもクリニック,港北区富士塚1－1－1,横浜市港北区,139.631577,35.500042,開始済,045-568-8900,木曜日を除く平日の13時から14時,詳細は、当院ホームページでお知らせしますのでご確認ください
